RowNumber,CustomerId,Department,Gender,Years of Experience,Salary
7615,15725002,Banking,Male,2.6,20306.79
7616,15611682,Marketing,Male,16.7,128256.18
7617,15749964,Banking,Female,23.8,182720.07
7618,15678779,Banking,Male,0.5,4082.52
7619,15752601,Banking,Female,13.3,102233.73
7620,15758477,Banking,Female,17.2,132002.83
7621,15629133,Banking,Female,16.5,126838.7
7622,15604963,Banking,Male,23.6,181461.46
7623,15796413,Banking,Male,25.4,195325.74
7624,15812470,Banking,Male,3.8,29132.43
7625,15587443,Banking,Female,17.1,131804.86
7626,15689692,IT,Male,22.6,173784.04
7627,15779586,IT,Female,3.4,26249.86
7628,15667588,Marketing,Female,23.7,182650.15
7629,15624423,Banking,Male,25.6,196582.55
7630,15591107,IT,Female,18.5,141977.54
7631,15748986,IT,Male,7.2,55313.51
7632,15793896,Marketing,Male,8.2,62944.75
7633,15620570,Banking,Male,9.4,72375.03
7634,15727811,IT,Female,24.5,188324.01
7635,15707681,IT,Male,17.3,133403.07
7636,15702030,Banking,Female,20.5,157378.5
7637,15673238,IT,Female,13.2,101240.08
7638,15604196,Banking,Male,13.3,102502.5
7639,15769356,IT,Female,4.9,37577.66
7640,15665590,Banking,Male,10.8,83456.67
7641,15572361,IT,Female,25.9,199420.41
7642,15667460,Banking,Male,3.2,24748.89
7643,15654760,Banking,Male,15.8,121765
7644,15632669,Marketing,Female,14.8,113666.48
7645,15613673,Banking,Male,17.4,134110.93
7646,15698522,IT,Male,23.8,183095.87
7647,15741633,Marketing,Male,20.8,159891.03
7648,15674583,Banking,Male,1.1,8316.19
7649,15665374,Marketing,Female,8.3,63736.36
7650,15588854,Banking,Female,12.3,94715.24
7651,15810716,IT,Male,8.9,68695.38
7652,15776921,IT,Male,4.8,36899.62
7653,15569394,Banking,Male,23.8,182775.08
7654,15788215,Marketing,Female,8.1,62390.59
7655,15641007,Banking,Female,9.9,76042.48
7656,15594651,Banking,Male,9.2,70956.75
7657,15575146,IT,Male,8.8,67311.12
7658,15608916,Banking,Male,14.4,110454.46
7659,15666297,Marketing,Female,11.5,88479.02
7660,15598586,Banking,Male,15.9,122639.73
7661,15665014,Marketing,Male,10.4,79723.78
7662,15701738,IT,Male,12.7,97677.52
7663,15650591,IT,Male,13.1,100720.02
7664,15652667,Banking,Male,13.6,104730.52
7665,15679622,Banking,Male,2.9,22499.29
7666,15730150,Marketing,Male,3.7,28257.89
7667,15813192,Banking,Male,14.3,109988.09
7668,15606554,Banking,Male,19.5,149991.32
7669,15611794,IT,Male,5.9,45180.8
7670,15672357,Marketing,Male,23.6,181605.85
7671,15711759,Banking,Female,16.4,126469.09
7672,15615296,Banking,Male,20.9,160810.85
7673,15699294,Banking,Male,11.5,88146.86
7674,15788634,Marketing,Female,11.5,88333.74
7675,15660871,Banking,Male,11.7,90174.83
7676,15618258,Marketing,Male,10.6,81298.09
7677,15722535,Banking,Female,7.8,60013.17
7678,15711977,Banking,Male,13.1,100940.91
7679,15690169,Banking,Male,1.6,12599.94
7680,15790689,Marketing,Male,16.7,128590.73
7681,15665181,Marketing,Male,3,23180.37
7682,15633608,Banking,Male,7.3,55796.83
7683,15805261,Marketing,Male,19.8,152097.02
7684,15740356,IT,Male,21.1,162443.05
7685,15808223,Marketing,Male,7.2,55551.26
7686,15769980,IT,Female,14.2,109496.69
7687,15675450,Banking,Male,9.4,72105.63
7688,15776494,Banking,Male,5.4,41815.22
7689,15592412,IT,Male,9.6,74005.04
7690,15777452,Banking,Female,9.1,70224.34
7691,15692258,Marketing,Male,18.9,145528.22
7692,15791045,Banking,Female,16.2,124486.28
7693,15807889,IT,Male,1.3,10078.02
7694,15602043,IT,Female,21.4,164967.21
7695,15807335,Marketing,Female,11.8,91149.48
7696,15629985,IT,Female,13.4,103379.31
7697,15679453,IT,Female,16.6,128049.34
7698,15637315,Marketing,Female,7.1,54342.83
7699,15691513,Banking,Male,1.8,13614.01
7700,15622289,Marketing,Female,4.6,35521.63
7701,15715184,Marketing,Female,5.3,40496.72
7702,15702801,Banking,Female,11.9,91903.9
7703,15719931,Banking,Male,23.2,178667.7
7704,15806081,IT,Female,4.2,32202.61
7705,15796336,Marketing,Female,15.2,117034.32
7706,15647306,Banking,Female,21.3,163746.09
7707,15742369,Marketing,Male,2.6,20346.69
7708,15655859,Marketing,Male,11,84710.65
7709,15675650,Banking,Female,15.7,120531.31
7710,15574119,Marketing,Female,19.8,152273.57
7711,15754168,Banking,Female,18.8,144345.58
7712,15763029,IT,Male,12.6,96961
7713,15765048,Banking,Male,22.1,170307.43
7714,15786215,Banking,Male,3.9,29880.99
7715,15707559,Banking,Female,25.4,195104.91
7716,15582129,Banking,Male,24.4,187756.24
7717,15687540,Banking,Male,8.8,67599.69
7718,15787196,Marketing,Male,13.8,105983.09
7719,15670898,Banking,Female,3.4,25980.42
7720,15775433,IT,Male,14.6,112222.64
7721,15700693,Banking,Male,7.8,59864.96
7722,15677955,IT,Male,5.5,42581.09
7723,15570086,IT,Male,0.6,4777.23
7724,15794875,Marketing,Male,23.1,178038.17
7725,15673591,Banking,Male,16.7,128521.16
7726,15631756,Banking,Female,14.2,109029.72
7727,15757617,Banking,Male,0.3,2267.88
7728,15612729,Banking,Female,7.2,55054.48
7729,15637857,Banking,Female,9.9,76456.17
7730,15681007,Banking,Female,9.8,75478.95
7731,15593622,Banking,Male,23.3,179144.54
7732,15629273,IT,Male,25.2,193471.74
7733,15765846,Marketing,Female,13.5,103570.8
7734,15596013,IT,Female,13.3,102628.56
7735,15722473,Banking,Male,7.3,55772.04
7736,15774936,IT,Male,25,192070.16
7737,15685640,Banking,Female,18.8,144808.37
7738,15566563,Banking,Female,0.7,5008.23
7739,15768746,Banking,Male,22.6,173680.39
7740,15689952,Marketing,Male,15,115753.94
7741,15725906,Marketing,Female,5.1,38928.48
7742,15634501,Banking,Male,22.7,174381.23
7743,15571940,Marketing,Male,6.5,49829.8
7744,15741643,IT,Male,9.9,76169.68
7745,15806822,Banking,Female,17.4,133465.57
7746,15701166,Banking,Male,5,38761.61
7747,15718531,Banking,Female,23,176779.46
7748,15628308,Banking,Female,1.7,13159.9
7749,15585287,IT,Female,6.3,48217.97
7750,15781619,Banking,Female,17.5,134964.85
7751,15805162,Banking,Male,23.9,184221.11
7752,15588535,Marketing,Female,2.5,19264.33
7753,15775307,Marketing,Female,12.1,92797.23
7754,15777616,IT,Male,4.3,33114.24
7755,15692291,Marketing,Female,20.1,154347.95
7756,15680843,Banking,Male,24,184842.21
7757,15606232,Marketing,Female,20.2,155743.48
7758,15641585,Banking,Male,11.5,88815.25
7759,15684358,Banking,Male,25.2,193747.57
7760,15806389,IT,Female,15.2,116548.02
7761,15641860,IT,Male,21.6,166324.79
7762,15814237,IT,Male,5.2,40199.01
7763,15808780,Banking,Female,6.7,51919.04
7764,15767064,Marketing,Female,9.5,73329.08
7765,15751177,IT,Female,18.9,145387.05
7766,15613427,IT,Female,18.3,140763.18
7767,15647259,Marketing,Male,8.8,67979.35
7768,15748660,IT,Female,17.3,133051.64
7769,15726695,Marketing,Female,11.3,86791.9
7770,15757473,Banking,Female,6.2,47579.25
7771,15809509,Banking,Male,19.7,151623.71
7772,15715512,IT,Male,21.3,164039.51
7773,15614168,IT,Female,2.1,16528.4
7774,15679818,IT,Male,8.7,66753.1
7775,15609928,IT,Male,2.5,19244.58
7776,15731246,Marketing,Male,13.5,103832.58
7777,15685243,Banking,Female,0.1,502.7
7778,15638730,Banking,Female,0.2,1408.68
7779,15697034,Marketing,Female,0.8,5985.36
7780,15699225,Banking,Male,4.9,37460.05
7781,15677387,IT,Female,4,30396.43
7782,15759184,Banking,Male,0.3,2498.67
7783,15595991,Banking,Male,7.2,55346.14
7784,15681332,Banking,Female,19.3,148330.97
7785,15756299,Banking,Female,7.7,59237.72
7786,15750547,Banking,Male,6.3,48644.94
7787,15566380,Marketing,Female,18.3,140759.03
7788,15675963,Banking,Female,14,107712.42
7789,15674671,Marketing,Male,23.6,181718.73
7790,15621466,IT,Male,4.8,37054.65
7791,15607176,Banking,Male,22.6,173940.59
7792,15570299,IT,Female,12.9,99298.8
7793,15613197,Banking,Male,8.2,62933.03
7794,15798885,Banking,Male,7.2,55287.84
7795,15714883,Banking,Female,6.3,48197.06
7796,15604497,IT,Male,23.2,178642.73
7797,15773949,Banking,Female,1.1,8282.22
7798,15774164,IT,Male,4.3,33300.56
7799,15774127,Banking,Male,9.9,76515.79
7800,15619016,IT,Male,4.4,33680.56
7801,15795759,IT,Female,22,168886.39
7802,15798844,Banking,Male,24.9,191746.23
7803,15717962,Marketing,Male,12.1,93091.02
7804,15691504,IT,Female,3.1,23904.52
7805,15693893,IT,Male,2.1,15807.07
7806,15672499,Banking,Male,10.9,83773.02
7807,15750410,Banking,Female,11.7,90162.35
7808,15568904,IT,Male,4.8,36639.25
7809,15649033,IT,Female,18.1,139469.11
7810,15780989,Marketing,Male,25.8,198402.37
7811,15771059,IT,Female,25.3,194584.48
7812,15687852,Banking,Male,20.8,159629.64
7813,15695280,IT,Male,4.5,34231.48
7814,15592751,IT,Female,9.1,69643.31
7815,15598338,IT,Female,11.7,90270.16
7816,15735784,Banking,Male,6.2,47848.56
7817,15629128,IT,Male,21.2,162865.52
7818,15642870,Banking,Male,21.9,168650.4
7819,15637977,IT,Male,7.1,54372.37
7820,15600792,Marketing,Male,17.4,133897.32
7821,15576131,Banking,Male,19.2,147878.05
7822,15686588,Banking,Female,15.4,118313.38
7823,15761018,IT,Male,23.6,181224.24
7824,15616029,Banking,Male,1,7921.57
7825,15761149,Banking,Female,0.7,5708.19
7826,15802758,IT,Female,7.4,56756.52
7827,15647838,IT,Female,0.5,4121.04
7828,15735968,Banking,Male,12.6,97213.09
7829,15581286,Banking,Female,1.7,12799.23
7830,15625445,Banking,Female,6.6,50400.32
7831,15600173,Banking,Female,5.4,41447.86
7832,15635143,Banking,Male,24.1,185543.35
7833,15664849,Marketing,Male,24.7,189988.65
7834,15762455,Marketing,Male,22.2,170819.01
7835,15797165,Banking,Male,11.1,85547.33
7836,15788189,Banking,Female,17.8,137037.97
7837,15780492,Banking,Male,2.5,19283.14
7838,15678497,Marketing,Male,22,169425.3
7839,15588560,IT,Female,17.2,132038.65
7840,15606003,Banking,Female,0.5,3626.47
7841,15611756,IT,Female,6.6,50881.51
7842,15789563,IT,Female,19.4,149170.25
7843,15702416,Banking,Male,23.7,182505.68
7844,15766288,IT,Female,25.2,194072.56
7845,15667633,Banking,Female,1.2,9209.21
7846,15622774,Banking,Male,21.8,167931.81
7847,15755416,Banking,Female,16,123096.56
7848,15769915,Marketing,Female,0.5,3965.69
7849,15643908,Banking,Female,11.4,87711.61
7850,15627395,IT,Male,6.5,49667.28
7851,15679663,Banking,Female,17.8,136675.22
7852,15651581,IT,Male,4.7,35865.44
7853,15596379,IT,Male,3.4,26136.13
7854,15746674,Banking,Female,4.3,33373.26
7855,15801256,Marketing,Male,1.3,10096.25
7856,15663808,IT,Female,24.5,188782.3
7857,15598521,IT,Female,10.4,79775.19
7858,15621457,Banking,Male,19.9,152740.16
7859,15764726,Banking,Male,0.8,5791.85
7860,15646374,IT,Female,1.7,13182.43
7861,15716501,Banking,Male,24.4,187551.24
7862,15589948,Marketing,Male,14.4,110560.14
7863,15811343,IT,Male,8.3,63795.62
7864,15659677,Banking,Male,8.1,62086.62
7865,15594436,Marketing,Male,1.6,12483.56
7866,15748995,Marketing,Male,1.4,10963.04
7867,15677062,Banking,Female,1.1,8247
7868,15697201,Marketing,Female,20.3,156260.08
7869,15666453,IT,Female,3.5,26927.69
7870,15693771,Marketing,Female,11,84782.42
7871,15569867,Banking,Female,2.6,19842.11
7872,15711602,Banking,Female,12.4,95393.43
7873,15717736,IT,Female,17.4,133995.59
7874,15750441,Banking,Male,14,108003.38
7875,15732791,IT,Male,12.9,99154.86
7876,15775104,Banking,Female,6.4,49503.5
7877,15757607,Banking,Male,25.5,196533.72
7878,15793070,Marketing,Female,24.5,188426.13
7879,15760456,Banking,Female,22.3,171340.68
7880,15665385,Banking,Male,10.3,79071.89
7881,15612418,Banking,Female,2.7,20940.76
7882,15727138,Marketing,Male,4.5,34774.26
7883,15732061,IT,Female,0.9,6865.41
7884,15776051,Banking,Female,6.6,51143.43
7885,15616530,Banking,Male,6.1,47031.4
7886,15632344,Banking,Female,6.1,47160.01
7887,15744979,Banking,Female,20.6,158666.99
7888,15745433,IT,Female,8.5,65464.66
7889,15683657,Banking,Female,10.2,78255.86
7890,15718572,IT,Male,13.5,103548.25
7891,15665783,Banking,Male,11.6,89609.26
7892,15652782,IT,Male,25.2,193476.04
7893,15707025,Marketing,Female,0.7,5199.02
7894,15647807,Banking,Male,6.9,52827.51
7895,15718281,IT,Male,11.2,86507.88
7896,15660571,Marketing,Male,13.1,100423.88
7897,15727857,Marketing,Male,22.8,175611.5
7898,15639252,Marketing,Male,2.5,19282.85
7899,15628144,Banking,Female,3.6,27448.33
7900,15683560,Banking,Female,23.9,183963.34
7901,15653275,Marketing,Female,5.9,45113.92
7902,15622182,IT,Female,14.4,110776.01
7903,15613962,Banking,Female,23.8,183042.2
7904,15618437,Marketing,Male,21,161571.79
7905,15783338,Marketing,Male,21.7,166692.03
7906,15764491,Marketing,Male,9.3,71173.64
7907,15712960,Marketing,Male,0.7,5353.12
7908,15688157,IT,Female,11.2,86019.48
7909,15579287,Banking,Male,11.2,86383.82
7910,15570931,Banking,Male,4.1,31641.52
7911,15615177,Marketing,Male,9.2,70548.96
7912,15809906,IT,Male,3.2,24411.02
7913,15652169,Banking,Male,15.9,122254.86
7914,15649450,IT,Male,24.2,186035.72
7915,15777179,Banking,Male,9.5,73133.82
7916,15803538,Marketing,Male,24.4,187734.49
7917,15610936,Banking,Male,14.5,111590.35
7918,15590094,IT,Male,2.1,15859.95
7919,15572706,Banking,Male,8,61324.87
7920,15634564,Marketing,Male,23,176868.89
7921,15684296,Banking,Male,12.9,98896.06
7922,15702293,Marketing,Female,14.1,108739.15
7923,15642099,Marketing,Male,1.6,12266.06
7924,15773273,Marketing,Male,21.2,163317.5
7925,15613337,Banking,Male,23.7,182247.77
7926,15800482,Marketing,Female,21.9,168261.4
7927,15732644,Marketing,Female,20.6,158590.66
7928,15713426,IT,Male,13.3,102566.46
7929,15640789,Banking,Male,18.4,141827.83
7930,15598892,Banking,Male,21,161671.15
7931,15606436,Marketing,Male,25,192013.23
7932,15751227,Banking,Male,16.6,127875.1
7933,15812365,Banking,Male,7.9,60811.56
7934,15616088,Banking,Female,17.1,131177.22
7935,15803886,Marketing,Male,17,130862.11
7936,15587311,Marketing,Male,9.5,72970.93
7937,15617401,Banking,Male,3.7,28123.99
7938,15775886,Banking,Male,18.3,140754.19
7939,15807305,Banking,Male,21.7,166650.32
7940,15761717,Banking,Male,5.9,45507.24
7941,15628008,Marketing,Female,14.6,112202.64
7942,15583755,IT,Male,4.8,37140.2
7943,15661409,Banking,Female,23.2,178256.58
7944,15774250,Banking,Male,13.1,100982.93
7945,15681476,Banking,Female,14.3,109626.13
7946,15654870,Banking,Female,12.9,99251.24
7947,15790448,Banking,Female,18.6,143345.69
7948,15785326,Marketing,Female,7.8,59653.03
7949,15592854,Banking,Male,25.6,196864.61
7950,15617486,Banking,Male,14.3,109960.4
7951,15806796,IT,Female,16.5,127256.7
7952,15644699,Banking,Female,0.1,1099.95
7953,15622305,IT,Female,19,146192.4
7954,15608209,IT,Male,6.3,48553.77
7955,15626898,Banking,Male,18.8,144407.1
7956,15644297,IT,Male,25.4,195760.53
7957,15731569,Banking,Male,5.8,44827.47
7958,15582149,IT,Female,11.5,88743.99
7959,15802483,Banking,Male,11.5,88837.11
7960,15686999,Banking,Female,8.1,62112.7
7961,15772479,Banking,Male,21.3,163563.07
7962,15778884,Banking,Female,22.7,174800.31
7963,15623630,IT,Female,5.5,42429.88
7964,15774316,Banking,Male,10.7,82647.65
7965,15695097,IT,Female,17.4,134175.15
7966,15645404,Banking,Female,12,92243.94
7967,15750574,Marketing,Female,0.8,6175.53
7968,15636812,Banking,Male,3.8,29213.63
7969,15712068,Marketing,Male,8.7,67214.02
7970,15652030,IT,Male,22,169037.84
7971,15577398,Banking,Male,24.5,188809.23
7972,15756848,Marketing,Male,10.3,79408.17
7973,15806929,IT,Male,11.6,89222.66
7974,15656005,IT,Male,11.2,86079.67
7975,15722632,IT,Male,1.7,12944.17
7976,15794356,IT,Male,21.6,166516.84
7977,15659656,Banking,Male,16.4,126419.8
7978,15588341,Marketing,Male,11.6,89103.05
7979,15709142,IT,Female,17.3,132973.17
7980,15627042,Banking,Female,12.1,93122.41
7981,15627517,Marketing,Male,21.8,167522.19
7982,15803032,IT,Male,20.4,157239.6
7983,15665129,IT,Male,14,107429.71
7984,15628272,Banking,Female,9.8,75304.09
7985,15678206,Banking,Male,23.8,182944.47
7986,15678427,IT,Female,0.8,5983.7
7987,15678067,Marketing,Male,21.3,163655.01
7988,15793331,Banking,Male,11.6,89385.92
7989,15699532,Banking,Male,21.9,168773.54
7990,15605827,Banking,Male,12.6,96864.36
7991,15643635,Marketing,Male,17.5,134455.84
7992,15787710,Marketing,Female,3.7,28368.37
7993,15614137,Banking,Female,13.5,103898.59
7994,15754494,Banking,Female,8.2,63239.65
7995,15713440,IT,Female,22.1,170138.68
7996,15803479,Banking,Female,0.5,3837.08
7997,15709639,Banking,Female,12.1,92977.75
7998,15601719,IT,Male,24.9,191368.37
7999,15772482,IT,Male,13.6,104889.2
8000,15591489,Banking,Male,7.8,60285.3
8001,15629002,IT,Male,23.5,180693.61
8002,15798053,Marketing,Male,16.4,126475.79
8003,15753895,Marketing,Male,17.4,133535.99
8004,15595426,Marketing,Male,11.4,87412.24
8005,15645815,Banking,Male,21.4,164886.64
8006,15632848,Banking,Female,15.1,116238.39
8007,15703068,IT,Male,17.9,138051.19
8008,15791513,Banking,Male,13.2,101617.64
8009,15587210,IT,Female,0.3,1985.41
8010,15793803,Banking,Male,21.5,165626.6
8011,15787756,IT,Male,23.1,177784.68
8012,15723437,Banking,Female,8.5,65765.22
8013,15702715,Banking,Female,6.6,50759.8
8014,15809872,Banking,Male,21.2,163216.48
8015,15644295,Marketing,Female,9.7,74850.93
8016,15778694,IT,Female,3.1,23491.09
8017,15759555,Marketing,Male,17.5,134272.57
8018,15631406,IT,Male,20.2,155721.15
8019,15616676,IT,Male,19.1,147230.77
8020,15771154,Banking,Female,17.3,133210.44
8021,15669491,Banking,Female,2.5,18986.12
8022,15697691,Banking,Female,13.1,100507.81
8023,15665180,Banking,Female,7.7,59346.4
8024,15752588,Banking,Male,12.4,95372.64
8025,15743051,Banking,Male,4.1,31805.49
8026,15571873,Banking,Male,6.8,51959.82
8027,15679743,Banking,Female,17,130824.57
8028,15769412,Marketing,Male,20.5,157694.76
8029,15775124,Marketing,Male,0.1,933.38
8030,15732113,Marketing,Male,0.3,2560.11
8031,15578141,Marketing,Male,1.7,12905.89
8032,15595874,Marketing,Female,23,176692.87
8033,15755642,Banking,Male,13.4,102908.63
8034,15576526,Marketing,Male,5.4,41291.05
8035,15792489,Marketing,Male,15.5,119127.06
8036,15733705,Banking,Female,16.4,126434.61
8037,15807221,Marketing,Male,13.5,103901.35
8038,15573045,Banking,Male,11.1,85153
8039,15756824,IT,Female,1.6,12493.61
8040,15773520,Banking,Female,21.8,167336.78
8041,15627439,Marketing,Female,24.2,186180.42
8042,15701439,Marketing,Female,11.5,88566.9
8043,15785352,Banking,Male,22.4,172526.9
8044,15616525,Marketing,Male,17.9,137985.69
8045,15717489,Banking,Male,2.6,19793.73
8046,15795737,Marketing,Female,14,107874.39
8047,15693877,Banking,Female,22.4,171995.34
8048,15576111,IT,Male,8,61829.89
8049,15595713,Marketing,Male,4.1,31728.35
8050,15808868,Banking,Female,20.2,155221.05
8051,15708193,Banking,Male,17,130866.95
8052,15697801,IT,Female,8.1,62199.78
8053,15770121,Banking,Female,3.2,24255.21
8054,15800524,IT,Male,8.4,64679.07
8055,15686236,IT,Female,11.5,88120.78
8056,15659807,Marketing,Male,8.6,66463.62
8057,15736078,IT,Female,2,15142.1
8058,15620836,IT,Female,13.4,102908.91
8059,15698184,Banking,Female,6.3,48170.57
8060,15717643,Banking,Female,1.5,11597.69
8061,15776596,Marketing,Female,22.4,172450.04
8062,15814757,Marketing,Male,23.9,184061.17
8063,15812607,IT,Female,2.7,21038.58
8064,15663888,IT,Male,14.2,109538.35
8065,15748882,Marketing,Male,16.8,129192.55
8066,15690829,IT,Male,19,146516.86
8067,15695819,IT,Male,23.6,181430.91
8068,15696834,Banking,Female,15.8,121451.21
8069,15797710,IT,Male,17.1,131712.51
8070,15700654,IT,Male,6.9,53294.17
8071,15583764,IT,Male,12.6,96546.55
8072,15688849,Banking,Male,24,184524.65
8073,15661473,IT,Male,25.4,195259.31
8074,15601030,IT,Female,22.4,172618.52
8075,15789557,IT,Female,7.7,59259.44
8076,15745250,Banking,Male,3.4,25899.21
8077,15590349,Banking,Female,0.5,3749
8078,15741693,Banking,Male,13.2,101918.96
8079,15618446,Banking,Female,7.5,57802.62
8080,15766552,Banking,Male,18.5,142454.77
8081,15668775,Banking,Male,18.7,143829.54
8082,15757895,IT,Male,5.7,44114.88
8083,15774551,Marketing,Male,24.3,186948.35
8084,15684011,IT,Male,22.6,173629.78
8085,15736146,IT,Male,6.4,49133.45
8086,15656286,Banking,Male,23.2,178122.71
8087,15774847,Banking,Male,2.7,20893.61
8088,15619340,Marketing,Male,5.4,41303.29
8089,15815656,IT,Female,26,199808.1
8090,15623357,IT,Male,23.5,180490.53
8091,15601324,Banking,Female,11.4,87400.53
8092,15715510,Banking,Male,9.6,73686.75
8093,15663770,Banking,Male,22.4,172497.73
8094,15779267,Banking,Male,11.6,89286.29
8095,15597957,Marketing,Male,23.4,180082.7
8096,15584620,IT,Female,2.9,22102.25
8097,15750772,Banking,Female,9.9,76068.95
8098,15706557,Banking,Female,4.2,32159.46
8099,15594391,Banking,Female,20.7,159557.28
8100,15661656,Banking,Male,14,107673.35
8101,15631217,Banking,Male,4.4,33607.72
8102,15588955,IT,Female,18.3,141035.65
8103,15758252,IT,Female,15,115719.08
8104,15740223,IT,Male,11.2,86128.21
8105,15805413,Banking,Female,19.2,147668.64
8106,15635116,Marketing,Male,23.1,177480.45
8107,15764892,Marketing,Female,24.8,190937.09
8108,15795936,Banking,Male,11,84531.79
8109,15655232,IT,Male,20.9,161133.4
8110,15640133,Banking,Female,24.1,185555.63
8111,15751524,IT,Female,4.3,33075.24
8112,15670552,Banking,Female,5.2,39806.75
8113,15623966,Banking,Female,3.4,26389.92
8114,15752193,Marketing,Male,1.6,12162.76
8115,15607269,IT,Female,21.7,167237.94
8116,15700752,Banking,Female,6.8,52067.37
8117,15777901,IT,Female,23.9,184006.36
8118,15639117,Marketing,Female,0.1,582.59
8119,15720203,Marketing,Male,18.6,143274.41
8120,15586236,Banking,Male,7.1,54474.48
8121,15676645,Banking,Male,15.8,121428.2
8122,15715988,Banking,Male,10.4,79704.12
8123,15603749,Banking,Female,5.3,41055.71
8124,15608956,Banking,Male,5.4,41590.4
8125,15733872,IT,Female,7,54019.93
8126,15666982,IT,Female,9.9,76053.07
8127,15602647,IT,Male,24,184977.2
8128,15623063,IT,Male,16.6,127678.95
8129,15682928,Marketing,Male,0.2,1243.97
8130,15729246,Marketing,Male,9.9,76326.67
8131,15588928,Banking,Male,18.9,145338.61
8132,15803352,IT,Male,7.5,57751.21
8133,15607485,Marketing,Female,18.1,138880.24
8134,15656249,Banking,Female,17.7,136120.29
8135,15761783,Banking,Male,21.8,167621.18
8136,15716605,IT,Female,22.5,173276.62
8137,15757425,Banking,Female,13,99661.46
8138,15603096,Banking,Male,8.6,66333.56
8139,15588580,IT,Female,9.1,70240.79
8140,15770539,Banking,Male,14.8,113553.42
8141,15572022,Banking,Female,0.1,690.84
8142,15571843,Marketing,Male,12.8,98802.76
8143,15752502,Banking,Male,17,130661.95
8144,15609058,Banking,Male,15.1,116378.82
8145,15775108,Banking,Male,24.2,186052.15
8146,15708904,Banking,Female,13,100101.06
8147,15600086,Banking,Male,22.1,169952.82
8148,15814675,IT,Female,8,61792.76
8149,15572777,Marketing,Male,4.9,37973.13
8150,15585106,IT,Female,24.6,188974.81
8151,15738936,IT,Male,11.2,86334.64
8152,15750970,Marketing,Male,19.9,152845.99
8153,15725772,Marketing,Female,19.1,146652.11
8154,15692106,Marketing,Female,5.9,45482.04
8155,15791533,Marketing,Male,21.9,168816.73
8156,15715715,Marketing,Male,7.7,59297.34
8157,15785576,IT,Male,16.4,125848.88
8158,15798834,Marketing,Female,9.9,76264.27
8159,15744127,Banking,Female,0.5,3939.87
8160,15637427,Marketing,Female,2,15306.29
8161,15576990,IT,Female,7.6,58214.79
8162,15615352,Banking,Male,4.7,35877.03
8163,15647333,Banking,Male,2.8,21254.06
8164,15572050,IT,Male,3.2,24533.89
8165,15581370,Marketing,Male,3.1,23531.5
8166,15813503,Marketing,Male,11.6,89099.18
8167,15769783,Marketing,Male,0.1,807.06
8168,15793135,IT,Female,15.8,121592.5
8169,15599182,Marketing,Female,0.6,4700.66
8170,15689517,Banking,Male,21,161909.95
8171,15641366,IT,Male,11.8,90389.61
8172,15588859,Marketing,Female,0.4,2919.21
8173,15732293,Marketing,Male,12.9,99086.74
8174,15568032,IT,Male,21.2,163170.32
8175,15623525,Marketing,Male,9.5,72757.33
8176,15606601,Banking,Female,9.5,73286.8
8177,15800811,Banking,Male,19,146056.29
8178,15610711,IT,Female,21.8,167673.37
8179,15809654,Banking,Female,19,146011.55
8180,15576077,Banking,Female,13.4,103381.47
8181,15643378,Banking,Male,10.8,83022.92
8182,15566790,Banking,Male,6,46041.08
8183,15774402,Marketing,Male,23.8,182843.24
8184,15694641,Marketing,Female,22.3,171364.18
8185,15605916,Banking,Female,23.8,183399.12
8186,15812356,IT,Female,19.9,152883.95
8187,15644179,Banking,Female,6.6,50560.45
8188,15771674,Marketing,Female,7.1,54702.66
8189,15623314,IT,Female,10.2,78365.75
8190,15613292,Banking,Male,8.9,68666.63
8191,15813871,Banking,Male,19.7,151375.73
8192,15759480,Banking,Female,2.6,19959.67
8193,15587712,Banking,Male,3.5,26955.72
8194,15671165,Banking,Female,9.9,76267.59
8195,15620746,Banking,Male,13.1,100998.5
8196,15706537,IT,Female,24.8,191070.01
8197,15589312,Banking,Male,23,176858.5
8198,15741180,Banking,Male,5.9,45325.26
8199,15733888,Marketing,Female,24.8,190958.48
8200,15798532,Banking,Male,10.3,78896.59
8201,15577359,Marketing,Male,15.9,121964.46
8202,15614936,Marketing,Female,1.4,11144.4
8203,15747647,Marketing,Female,18.7,144181.48
8204,15588566,Marketing,Male,4.3,32757.55
8205,15570141,Banking,Female,10.4,80320.3
8206,15800793,IT,Female,24.2,185830.72
8207,15572415,Banking,Male,20.8,160095.31
8208,15635125,Marketing,Male,6.8,52198.84
8209,15636551,Banking,Female,4.1,31811.44
8210,15600912,IT,Male,13.5,104181.78
8211,15768476,Marketing,Male,8.8,67667.19
8212,15650266,IT,Male,25.2,193974.47
8213,15621004,Banking,Male,25.7,198055.94
8214,15748352,Marketing,Male,5.6,43249.67
8215,15788920,IT,Female,7.2,55218.02
8216,15743236,Banking,Female,17.1,131305.37
8217,15637717,IT,Male,5.6,43117.1
8218,15635500,IT,Male,24.3,186655.11
8219,15634792,Banking,Female,4.3,33266.29
8220,15607560,Banking,Female,0.1,555.28
8221,15727177,Banking,Male,19.6,150944.31
8222,15774358,IT,Male,9.5,72846.58
8223,15791304,IT,Male,4.6,35279.74
8224,15603328,Banking,Male,0.3,2101.89
8225,15804937,Banking,Male,12.3,94949.84
8226,15804142,Marketing,Female,12.9,99061.75
8227,15608845,Marketing,Female,9.7,74692.06
